X,Y,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,CI_ID,CSLLEA08ID,SUBTYPE1,SUBTYPE2,TRIBAL,NUMPRE,NUMFIXSUB,NUMMOBILE,FTSWORN,FTCIV,PTSWORN,PTCIV
-119.2463425,34.4446021000001,14345,1001951,OJAI POLICE DEPARTMENT,402 SOUTH VENTURA STREET,OJAI,CA,93023,3249,(805) 646-1414,LOCAL POLICE DEPARTMENT,OPEN,-999,VENTURA,06111,USA,34.4446021000001,-119.2463425,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-121.9814131,37.3923583000001,14346,1002236,WEST VALLEY - MISSION COMMUNITY COLLEGE DISTRICT POLICE DEPARTMENT-MISSION CAMPUS,"3000 MISSION COLLEGE BOULEVARD, CAMPUS CENTER BUILDING",SANTA CLARA,CA,95054,1804,(408) 855-5435,SPECIAL JURISDICTION,OPEN,-999,SANTA CLARA,06085,USA,37.3923583000001,-121.9814131,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-117.236470268,34.2385784000001,14347,1002340,SAN BERNARDINO COUNTY SHERIFFS DEPARTMENT - TWIN PEAKS STATION,26010 STATE HIGHWAY 189,TWIN PEAKS,CA,92391,NOT AVAILABLE,(909) 336-0600,SHERIFF'S OFFICE,OPEN,-999,SAN BERNARDINO,06071,USA,34.2385784000001,-117.236470268,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-116.2757392,34.1343667,14348,1001745,SAN BERNARDINO COUNTY SHERIFFS DEPARTMENT - MORONGO BASIN STATION,6527 WHITE FEATHER ROAD,JOSHUA TREE,CA,92252,6604,(760) 336-4175,SHERIFF'S OFFICE,OPEN,-999,SAN BERNARDINO,06071,USA,34.1343667,-116.2757392,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-117.574467977,34.103119287,14349,1002025,RANCHO CUCAMONGA POLICE DEPARTMENT,10510 CIVIC CENTER DRIVE,RANCHO CUCAMONGA,CA,91730,3801,(909) 477-2800,LOCAL POLICE DEPARTMENT,OPEN,-999,SAN BERNARDINO,06071,USA,34.103119287,-117.574467977,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-117.1014659,32.7467358000001,14350,1002143,SAN DIEGO POLICE DEPARTMENT - MID CITY DIVISION,4310 LANDIS STREET,SAN DIEGO,CA,92105,2612,(619) 516-3000,LOCAL POLICE DEPARTMENT,OPEN,-999,SAN DIEGO,06073,USA,32.7467358000001,-117.1014659,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-117.3226873,34.5129059000001,14351,1002362,SAN BERNARDINO COUNTY SHERIFFS DEPARTMENT - VICTOR VALLY STATION / VICTORVILLE JAIL,14455 CIVIC DRIVE,VICTORVILLE,CA,92392,2312,(760) 243-8720,SHERIFF'S OFFICE,OPEN,-999,SAN BERNARDINO,06071,USA,34.5129059000001,-117.3226873,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,10005327,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-121.864857027,37.251553039,14352,1002189,SAN JOSE POLICE DEPARTMENT - OAKRIDGE COMMUNITY POLICING CENTER,947 BLOSSOM HILL ROAD,SAN JOSE,CA,95123,1203,(408) 360-8350,LOCAL POLICE DEPARTMENT,OPEN,-999,SANTA CLARA,06085,USA,37.251553039,-121.864857027,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-114.617241153,34.835041371,14353,1001917,SAN BERNARDINO COUNTY SHERIFFS DEPARTMENT - NEEDLES-COLORADO RIVER STATION,1111 BAILEY AVENUE,NEEDLES,CA,92363,3116,(760) 326-9200,SHERIFF'S OFFICE,OPEN,-999,SAN BERNARDINO,06071,USA,34.835041371,-114.617241153,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-117.301023878,34.421065723,14354,1001708,SAN BERNARDINO COUNTY SHERIFFS DEPARTMENT - HESPERIA STATION,9393 SANTA FE AVENUE,HESPERIA,CA,92345,7910,(760) 947-1500,SHERIFF'S OFFICE,OPEN,-999,SAN BERNARDINO,06071,USA,34.421065723,-117.301023878,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-117.416417114,34.100277045,14355,1001643,SAN BERNARDINO COUNTY SHERIFFS DEPARTMENT - FONTANA STATION,17780 ARROW BOULEVARD,FONTANA,CA,92335,4000,(909) 356-6767,SHERIFF'S OFFICE,OPEN,-999,SAN BERNARDINO,06071,USA,34.100277045,-117.416417114,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-121.9663349,37.3087650000001,14356,1002190,SAN JOSE POLICE DEPARTMENT - WESTERN COMMUNITY POLICING CENTER,3707 WILLIAMS ROAD,SAN JOSE,CA,95117,2700,(408) 260-0830,LOCAL POLICE DEPARTMENT,OPEN,-999,SANTA CLARA,06085,USA,37.3087650000001,-121.9663349,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-114.5979599,33.6132278000001,14357,1001479,RIVERSIDE COUNTY SHERIFFS DEPARTMENT - COLORADO RIVER STATION / BLYTHE JAIL,260 NORTH SPRING STREET,BLYTHE,CA,92225,1635,(760) 921-7900,SHERIFF'S OFFICE,OPEN,-999,RIVERSIDE,06065,USA,33.6132278000001,-114.5979599,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,10001535,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-116.2221197,33.7070357000001,14358,1001728,RIVERSIDE COUNTY SHERIFFS DEPARTMENT - INDIO STATION,82695 DOCTOR CARREON BOULEVARD,INDIO,CA,92201,6907,(760) 863-8990,SHERIFF'S OFFICE,OPEN,-999,RIVERSIDE,06065,USA,33.7070357000001,-116.2221197,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-116.7846009,33.9168776000001,14359,1001495,RIVERSIDE COUNTY SHERIFFS DEPARTMENT - CABAZON STATION / CALIMESA POLICE DEPARTMENT,50290 MAIN STREET,CABAZON,CA,92230,3200,(951) 922-7100,SHERIFF'S OFFICE,OPEN,-999,RIVERSIDE,06065,USA,33.9168776000001,-116.7846009,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-117.264047,33.9148930000001,14360,1001896,RIVERSIDE COUNTY SHERIFFS DEPARTMENT - MORENO VALLEY STATION / MORENO VALLEY POLICE DEPARTMENT,22850 CALLE SAN JUAN DE LOS LAGOS,MORENO VALLEY,CA,92553,9045,(951) 486-6700,SHERIFF'S OFFICE,OPEN,-999,RIVERSIDE,06065,USA,33.9148930000001,-117.264047,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-116.8879502,34.2439008000001,14361,1001473,SAN BERNARDINO COUNTY SHERIFFS DEPARTMENT - BIG BEAR STATION,477 SUMMIT BOULEVARD,BIG BEAR LAKE,CA,92315,NOT AVAILABLE,(909) 866-0100,SHERIFF'S OFFICE,OPEN,-999,SAN BERNARDINO,06071,USA,34.2439008000001,-116.8879502,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-116.8940041,33.7445832000001,14362,1001704,RIVERSIDE COUNTY SHERIFFS DEPARTMENT - HEMET STATION,"43950 ACACIA AVENUE, SUITE B",HEMET,CA,92544,5343,(951) 791-3400,SHERIFF'S OFFICE,OPEN,-999,RIVERSIDE,06065,USA,33.7445832000001,-116.8940041,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-116.3807626,33.7293407000001,14363,1001970,RIVERSIDE COUNTY SHERIFFS DEPARTMENT - PALM DESERT STATION,73520 FRED WARING DRIVE,PALM DESERT,CA,92260,2524,(951) 836-1600,SHERIFF'S OFFICE,OPEN,-999,RIVERSIDE,06065,USA,33.7293407000001,-116.3807626,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-117.224468314,33.787826957,14364,1001985,RIVERSIDE COUNTY SHERIFFS DEPARTMENT - PERRIS STATION / PERRIS POLICE DEPARTMENT,"137 NORTH PERRIS BOULEVARD, SUITE A",PERRIS,CA,92570,1927,(951) 210-1000,SHERIFF'S OFFICE,OPEN,-999,RIVERSIDE,06065,USA,33.787826957,-117.224468314,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-119.8551298,34.4324246,14365,1001682,SANTA BARBARA COUNTY SHERIFFS DEPARTMENT - CITY OF GOLETA SUBSTATION,"130 CREMONA DRIVE, CITY HALL - BOTTOM FLOOR - SUITE B",GOLETA,CA,93117,5599,(805) 961-7516,SHERIFF'S OFFICE,OPEN,-999,SANTA BARBARA,06083,USA,34.4324246,-119.8551298,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-121.4993162,38.5968997000001,14366,1002098,SACRAMENTO POLICE DEPARTMENT - CENTRAL COMMAND,300 RICHARDS BOULEVARD,SACRAMENTO,CA,95811,0218,(916) 808-4500,LOCAL POLICE DEPARTMENT,OPEN,-999,SACRAMENTO,06067,USA,38.5968997000001,-121.4993162,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-121.471661,38.5270708,14367,1002100,SACRAMENTO POLICE DEPARTMENT - SOUTH COMMAND,5303 FRANKLIN BOULEVARD,SACRAMENTO,CA,95820,4737,(916) 277-6001,LOCAL POLICE DEPARTMENT,OPEN,-999,SACRAMENTO,06067,USA,38.5270708,-121.471661,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-121.4207848,38.4752256,14368,1002082,CALIFORNIA HIGHWAY PATROL - SOUTH SACRAMENTO,6 MASSIE COURT,SACRAMENTO,CA,95823,4301,(916) 681-2300,PRIMARY STATE AGENCY,OPEN,-999,SACRAMENTO,06067,USA,38.4752256,-121.4207848,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-117.147161,33.494356,14369,1002318,TEMECULA POLICE DEPARTMENT - OLD TOWN STOREFRONT,28690 MERCEDES STREET,TEMECULA,CA,92589,1818,(951) 506-1408,LOCAL POLICE DEPARTMENT,OPEN,-999,RIVERSIDE,06065,USA,33.494356,-117.147161,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-117.5518344,34.0731543000001,14370,1001955,ONTARIO POLICE DEPARTMENT MILLS - SUBSTATION,1 MILLS CIRCLE,ONTARIO,CA,91764,5207,(909) 395-2860,LOCAL POLICE DEPARTMENT,OPEN,-999,SAN BERNARDINO,06071,USA,34.0731543000001,-117.5518344,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-114.5962942,33.604225,14371,1001478,CALIFORNIA HIGHWAY PATROL - BLYTHE,430 SOUTH BROADWAY,BLYTHE,CA,92225,2804,(760) 922-6141,PRIMARY STATE AGENCY,OPEN,-999,RIVERSIDE,06065,USA,33.604225,-114.5962942,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-118.9988823,35.3179532,14372,1001442,BAKERSFIELD POLICE DEPARTMENT - SOUTHSIDE SUBSTATION,106 EAST WHITE LANE,BAKERSFIELD,CA,93307,5013,(661) 397-0647,LOCAL POLICE DEPARTMENT,OPEN,-999,KERN,06029,USA,35.3179532,-118.9988823,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-118.27761,33.9703062,14373,1001807,LOS ANGELES POLICE DEPARTMENT - 77TH STREET COMMUNITY POLICE STATION,7600 SOUTH BROADWAY,LOS ANGELES,CA,90003,2040,(213) 485-4164,LOCAL POLICE DEPARTMENT,OPEN,-999,LOS ANGELES,06037,USA,33.9703062,-118.27761,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,10005364,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-118.2699945,34.0312509,14374,1001806,LOS ANGELES COUNTY SHERIFFS DEPARTMENT - LOS ANGELES TRADE TECHNICAL COLLEGE STATION,400 WEST WASHINGTON BOULEVARD,LOS ANGELES,CA,90015,4108,(213) 763-3600,SHERIFF'S OFFICE,OPEN,-999,LOS ANGELES,06037,USA,34.0312509,-118.2699945,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-116.9392197,32.7464227,14375,1001604,GROSSMONT - CUYAMACA COMMUNITY COLLEGE POLICE DISTRICT - CUYAMACA CAMPUS,"900 RANCHO SAN DIEGO PARKWAY, Z BUILDING",EL CAJON,CA,92019,4369,(619) 644-7654,SPECIAL JURISDICTION,OPEN,-999,SAN DIEGO,06073,USA,32.7464227,-116.9392197,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-121.8838493,37.7144081000001,14376,1001598,CALIFORNIA HIGHWAY PATROL - DUBLIN,4999 GLEASON DRIVE,DUBLIN,CA,94568,7643,(925) 828-0466,PRIMARY STATE AGENCY,OPEN,-999,ALAMEDA,06001,USA,37.7144081000001,-121.8838493,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-120.041770061,38.462679753,14377,1001461,ALPINE COUNTY SHERIFFS DEPARTMENT - BEAR VALLEY SUBSTATION,88 BEAR VALLEY ROAD,BEAR VALLEY,CA,95223,9997,(209) 753-2321,SHERIFF'S OFFICE,OPEN,-999,ALPINE,06003,USA,38.462679753,-120.041770061,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-117.1467079,33.1419729,14378,1002206,SAN DIEGO COUNTY SHERIFFS DEPARTMENT - SAN MARCOS STATION,182 SANTAR PLACE,SAN MARCOS,CA,92069,6450,(760) 510-5200,SHERIFF'S OFFICE,OPEN,-999,SAN DIEGO,06073,USA,33.1419729,-117.1467079,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-117.0316229,32.7406158000001,14379,1001785,SAN DIEGO COUNTY SHERIFFS DEPARTMENT - LEMON GROVE STATION,3240 MAIN STREET,LEMON GROVE,CA,91945,1705,(619) 337-2000,SHERIFF'S OFFICE,OPEN,-999,SAN DIEGO,06073,USA,32.7406158000001,-117.0316229,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-118.468260322,34.0213159,14380,1002249,SANTA MONICA POLICE DEPARTMENT - PICO NEIGHBORHOOD SUBSTATION,2200 VIRGINIA AVENUE,SANTA MONICA,CA,90404,4808,(310) 458-2281,LOCAL POLICE DEPARTMENT,OPEN,-999,LOS ANGELES,06037,USA,34.0213159,-118.468260322,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-116.6031681,33.076645,14381,1001746,SAN DIEGO COUNTY SHERIFFS DEPARTMENT - JULIAN SUBSTATION,"2907 WASHINGTON STREET, BUILDING C",JULIAN,CA,92036,9465,(760) 765-4718,SHERIFF'S OFFICE,OPEN,-999,SAN DIEGO,06073,USA,33.076645,-116.6031681,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-116.532327,32.8256950000001,14382,1001995,SAN DIEGO COUNTY SHERIFFS DEPARTMENT - PINE VALLEY SUBSTATION,28848 OLD HIGHWAY 80,PINE VALLEY,CA,91962,4400,(619) 473-8774,SHERIFF'S OFFICE,OPEN,-999,SAN DIEGO,06073,USA,32.8256950000001,-116.532327,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,https://www.sdsheriff.net,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-116.877112816,33.0377133800001,14383,1002020,SAN DIEGO COUNTY SHERIFFS DEPARTMENT - RAMONA SUBSTATION,1424 MONTECITO ROAD,RAMONA,CA,92065,5200,(760) 789-9157,SHERIFF'S OFFICE,OPEN,-999,SAN DIEGO,06073,USA,33.0377133800001,-116.877112816,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-116.9752091,33.2257208,14384,1002352,SAN DIEGO COUNTY SHERIFFS DEPARTMENT - VALLEY CENTER SUBSTATION,28201 NORTH LAKE WOHLFORD ROAD,VALLEY CENTER,CA,92082,6742,(760) 751-4400,SHERIFF'S OFFICE,OPEN,-999,SAN DIEGO,06073,USA,33.2257208,-116.9752091,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-116.403173917,33.2558819830001,14385,1001480,CALIFORNIA PARKS AND RECREATION LAW ENFORCEMENT - COLORADO DESERT DISTRICT,200 PALM CANYON DRIVE,BORREGO SPRINGS,CA,92004,5005,(760) 767-4037,PRIMARY STATE AGENCY,OPEN,-999,SAN DIEGO,06073,USA,33.2558819830001,-116.403173917,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-119.3297181,35.3544938000001,14386,1001445,CALIFORNIA HIGHWAY PATROL - BUTTONWILLOW POST 426,29449 STOCKDALE HIGHWAY,BAKERSFIELD,CA,93314,9644,(661) 764-5580,PRIMARY STATE AGENCY,OPEN,-999,KERN,06029,USA,35.3544938000001,-119.3297181,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-122.123415,37.7096409000001,14387,1002196,ALAMEDA COUNTY SHERIFFS DEPARTMENT - EDEN TOWNSHIP SUBSTATION,15001 FOOTHILL BOULEVARD,SAN LEANDRO,CA,94578,1008,(510) 667-7721,SHERIFF'S OFFICE,OPEN,-999,ALAMEDA,06001,USA,37.7096409000001,-122.123415,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-118.4959115,34.0143584,14388,1002248,SANTA MONICA POLICE DEPARTMENT - DOWNTOWN SUBSTATION,1433 SECOND STREET,SANTA MONICA,CA,90401,2301,(310) 458-8588,LOCAL POLICE DEPARTMENT,OPEN,-999,LOS ANGELES,06037,USA,34.0143584,-118.4959115,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
