X,Y,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,CI_ID,CSLLEA08ID,SUBTYPE1,SUBTYPE2,TRIBAL,NUMPRE,NUMFIXSUB,NUMMOBILE,FTSWORN,FTCIV,PTSWORN,PTCIV
-117.8262899,33.6860683,684,1001734,IRVINE POLICE DEPARTMENT,1 CIVIC CENTER PLAZA,IRVINE,CA,92606,5207,(949) 724-7000,LOCAL POLICE DEPARTMENT,OPEN,286,ORANGE,06059,USA,33.6860683,-117.8262899,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13657760,-999,-999,0,0,1,0,197,89,0,3
-121.8152781,39.7358279,685,1001524,CHICO POLICE DEPARTMENT,1460 HUMBOLDT ROAD,CHICO,CA,95928,9111,(530) 897-4911,LOCAL POLICE DEPARTMENT,OPEN,140,BUTTE,06007,USA,39.7358279,-121.8152781,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13771570,-999,-999,0,0,0,0,88,52,0,0
-124.2611932,40.5767724,686,1001635,FERNDALE POLICE DEPARTMENT,600 BERDING STREET,FERNDALE,CA,95536,NOT AVAILABLE,(707) 786-4225,LOCAL POLICE DEPARTMENT,OPEN,3,HUMBOLDT,06023,USA,40.5767724,-124.2611932,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13305630,-999,-999,0,0,0,0,3,0,1,0
-119.2771121,35.5044709,687,1002266,SHAFTER POLICE DEPARTMENT,201 CENTRAL VALLEY HIGHWAY,SHAFTER,CA,93263,2059,(661) 746-6341,LOCAL POLICE DEPARTMENT,OPEN,28,KERN,06029,USA,35.5044709,-119.2771121,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13165510,-999,-999,0,0,0,0,21,7,0,5
-121.2762143,38.1357663,688,1001791,LODI POLICE DEPARTMENT,215 WEST ELM STREET,LODI,CA,95240,2001,(209) 333-6728,LOCAL POLICE DEPARTMENT,OPEN,123,SAN JOAQUIN,06077,USA,38.1357663,-121.2762143,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/23 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13234920,-999,-999,0,0,0,0,76,47,4,2
-120.6003976,37.3597006,689,1001433,ATWATER POLICE DEPARTMENT,750 BELLEVUE ROAD,ATWATER,CA,95301,2859,(209) 357-6381,LOCAL POLICE DEPARTMENT,OPEN,43,MERCED,06047,USA,37.3597006,-120.6003976,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13223120,-999,-999,0,0,0,1,33,10,0,2
-121.5879773,39.1412375,790,1001853,MARYSVILLE POLICE DEPARTMENT,316 6TH STREET,MARYSVILLE,CA,95901,5541,(530) 749-3900,LOCAL POLICE DEPARTMENT,OPEN,31,YUBA,06115,USA,39.1412375,-121.5879773,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/17 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13697060,-999,-999,0,1,0,0,19,12,14,2
-121.322412,37.9459682,791,1002287,PORT OF STOCKTON PORT POLICE DEPARTMENT,2201 WEST WASHINGTON STREET,STOCKTON,CA,95203,2942,(209) 946-0246,SPECIAL JURISDICTION,OPEN,21,SAN JOAQUIN,06077,USA,37.9459682,-121.322412,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/23 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13563150,3,34,0,0,0,0,14,7,0,0
-117.1481455,32.75367788,792,1002150,SAN DIEGO UNIFIED SCHOOL DISTRICT POLICE DEPARTMENT,4100 NORMAL STREET,SAN DIEGO,CA,92103,2653,(619) 291-7678,SPECIAL JURISDICTION,OPEN,64,SAN DIEGO,06073,USA,32.75367788,-117.1481455,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/05/29 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13610560,1,14,0,1,0,0,45,19,0,17
-118.2818668,33.74077919,793,1002214,PORT OF LOS ANGELES POLICE,425 S. PALOS VERDES ST,SAN PEDRO,CA,90731,NOT AVAILABLE,NOT AVAILABLE,SPECIAL JURISDICTION,OPEN,233,LOS ANGELES,06037,USA,33.74077919,-118.2818668,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/05/29 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,11840530,3,34,0,0,1,0,133,100,0,7
-117.8802709,33.74840677,794,1002223,ORANGE COUNTY SHERIFF-CORONER DEPARTMENT,1071 W SANTA ANA BLVD,SANTA ANA,CA,92703,NOT AVAILABLE,NOT AVAILABLE,SHERIFF'S OFFICE,OPEN,3317,ORANGE,06059,USA,33.74840677,-117.8802709,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/05/30 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13955890,-999,-999,0,1,11,0,1794,1523,57,109
-117.8804691,33.7504537,795,1002226,SANTA ANA POLICE DEPARTMENT,60 CIVIC CENTER PLAZA,SANTA ANA,CA,92703,2303,(714) 245-8701,LOCAL POLICE DEPARTMENT,OPEN,682,ORANGE,06059,USA,33.7504537,-117.8804691,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/23 00:00:00+00,http://www.ci.santa-ana.ca.us,10006325,11077110,-999,-999,0,0,1,0,369,313,0,48
-120.6725083,35.4910561,811,1001431,ATASCADERO POLICE DEPARTMENT,5505 EL CAMINO REAL,ATASCADERO,CA,93422,3371,(805) 461-5051,LOCAL POLICE DEPARTMENT,OPEN,42,SAN LUIS OBISPO,06079,USA,35.4910561,-120.6725083,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13638260,-999,-999,0,1,0,0,31,11,0,1
-120.5407421,41.4837251,852,1001416,MODOC COUNTY SHERIFFS DEPARTMENT / MODOC COUNTY JAIL,102 SOUTH COURT STREET,ALTURAS,CA,96101,4063,(530) 233-4416,SHERIFF'S OFFICE,OPEN,28,MODOC,06049,USA,41.4837251,-120.5407421,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,10005250,13445840,-999,-999,0,0,0,0,14,14,0,0
-121.3055225,38.2638255,1317,1001669,GALT POLICE DEPARTMENT,455 INDUSTRIAL DRIVE,GALT,CA,95632,1561,(209) 366-7000,LOCAL POLICE DEPARTMENT,OPEN,45,SACRAMENTO,06067,USA,38.2638255,-121.3055225,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13204520,-999,-999,0,0,0,0,32,13,0,1
-122.6491262,38.9614489,1318,1001534,CLEARLAKE POLICE DEPARTMENT,14050 OLYMPIC DRIVE,CLEARLAKE,CA,95422,8801,(707) 994-8251,LOCAL POLICE DEPARTMENT,OPEN,32,LAKE,06033,USA,38.9614489,-122.6491262,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,11620500,-999,-999,0,0,0,0,21,11,0,2
-122.9156653,39.0477902,1319,1001774,LAKEPORT POLICE DEPARTMENT,916 NORTH FORBES STREET,LAKEPORT,CA,95453,4339,(707) 263-5491,LOCAL POLICE DEPARTMENT,OPEN,14,LAKE,06033,USA,39.0477902,-122.9156653,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13846280,-999,-999,0,0,0,0,12,2,1,2
-121.0015869,37.2566595,1320,1001691,GUSTINE POLICE DEPARTMENT,682 3RD AVENUE,GUSTINE,CA,95322,1102,(209) 854-3737,LOCAL POLICE DEPARTMENT,OPEN,10,MERCED,06047,USA,37.2566595,-121.0015869,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,11023920,-999,-999,0,0,0,0,9,1,0,0
-122.3961919,37.6027057,1321,1001867,MILLBRAE POLICE DEPARTMENT,581 MAGNOLIA AVENUE,MILLBRAE,CA,94030,1801,(650) 259-2308,LOCAL POLICE DEPARTMENT,OPEN,24,SAN MATEO,06081,USA,37.6027057,-122.3961919,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13387730,-999,-999,0,0,1,0,19,5,1,0
-121.9196765,36.5578866,1322,1001510,CARMEL POLICE DEPARTMENT,SOUTHEAST CORNER OF JUNIPERO AVENUE AND 4TH AVENUE,CARMEL BY THE SEA,CA,93921,NOT AVAILABLE,(831) 624-6403,LOCAL POLICE DEPARTMENT,OPEN,21,MONTEREY,06053,USA,36.5578866,-121.9196765,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13614460,-999,-999,0,0,0,0,14,7,0,0
-119.9717544,38.9331401,1323,1002282,SOUTH LAKE TAHOE POLICE DEPARTMENT,1352 JOHNSON BOULEVARD,SOUTH LAKE TAHOE,CA,96150,8200,(530) 542-6100,LOCAL POLICE DEPARTMENT,OPEN,62,EL DORADO,06017,USA,38.9331401,-119.9717544,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,10005289,13308330,-999,-999,0,0,0,0,41,21,0,0
-122.2429695,37.7670466,1324,1001407,ALAMEDA POLICE DEPARTMENT / ALAMEDA CITY JAIL,1555 OAK STREET,ALAMEDA,CA,94501,2931,(510) 337-8340,LOCAL POLICE DEPARTMENT,OPEN,135,ALAMEDA,06001,USA,37.7670466,-122.2429695,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/12 00:00:00+00,NOT AVAILABLE,10005301,11098570,-999,-999,0,0,0,0,94,41,0,15
-120.3833168,37.9837707,1325,1002278,SONORA POLICE DEPARTMENT,100 SOUTH GREEN STREET,SONORA,CA,95370,4643,(209) 532-8143,LOCAL POLICE DEPARTMENT,OPEN,17,TUOLUMNE,06109,USA,37.9837707,-120.3833168,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13989890,-999,-999,0,0,0,0,13,4,1,5
-119.3426028,36.2062483,1326,1002335,TULARE POLICE DEPARTMENT,260 SOUTH M STREET,TULARE,CA,93274,4127,(559) 685-2300,LOCAL POLICE DEPARTMENT,OPEN,102,TULARE,06107,USA,36.2062483,-119.3426028,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13202820,-999,-999,0,0,2,0,71,31,0,8
-122.4735253,37.6905081,1327,1001580,DALY CITY POLICE DEPARTMENT,333 90TH STREET,DALY CITY,CA,94015,1808,(650) 991-8119,LOCAL POLICE DEPARTMENT,OPEN,156,SAN MATEO,06081,USA,37.6905081,-122.4735253,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13849180,-999,-999,0,1,1,0,113,43,1,39
-118.0877054,33.7527209,1328,1002260,SEAL BEACH POLICE DEPARTMENT,911 SEAL BEACH BOULEVARD,SEAL BEACH,CA,90740,5601,(562) 594-7232,LOCAL POLICE DEPARTMENT,OPEN,47,ORANGE,06059,USA,33.7527209,-118.0877054,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,10006497,13240120,-999,-999,0,0,1,0,29,18,0,9
-116.9738856,33.9306667,1329,1001462,BEAUMONT POLICE DEPARTMENT,660 ORANGE AVENUE,BEAUMONT,CA,92223,2200,(951) 769-8500,LOCAL POLICE DEPARTMENT,OPEN,74,RIVERSIDE,06065,USA,33.9306667,-116.9738856,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13768970,-999,-999,0,0,0,1,54,20,0,0
-122.3845058,41.4274383,1330,1002379,WEED POLICE DEPARTMENT,550 MAIN STREET,WEED,CA,96094,2330,(530) 938-5000,LOCAL POLICE DEPARTMENT,OPEN,16,SISKIYOU,06093,USA,41.4274383,-122.3845058,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13055200,-999,-999,0,0,0,0,10,6,0,1
-120.5591379,38.0803452,1331,1001421,ANGELS CAMP POLICE DEPARTMENT,200 MONTE VERDA STREET,ANGELS CAMP,CA,95222,NOT AVAILABLE,(209) 736-2567,LOCAL POLICE DEPARTMENT,OPEN,10,CALAVERAS,06009,USA,38.0803452,-120.5591379,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13083400,-999,-999,0,0,0,0,9,1,0,2
-121.684133,37.9193282,1332,1001483,BRENTWOOD POLICE DEPARTMENT,9100 BRENTWOOD BOULEVARD,BRENTWOOD,CA,94513,4000,(925) 634-6911,LOCAL POLICE DEPARTMENT,OPEN,76,CONTRA COSTA,06013,USA,37.9193282,-121.684133,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13460640,-999,-999,0,1,1,0,60,16,0,3
-122.0316716,37.970831,1333,1001553,CONCORD POLICE DEPARTMENT,1350 GALINDO STREET,CONCORD,CA,94520,2805,(925) 671-3220,LOCAL POLICE DEPARTMENT,OPEN,229,CONTRA COSTA,06013,USA,37.970831,-122.0316716,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,10006489,13071400,-999,-999,0,0,3,0,161,68,0,0
-117.9281457,33.870854,1334,1001668,FULLERTON POLICE DEPARTMENT,237 WEST COMMONWEALTH AVENUE,FULLERTON,CA,92832,1810,(714) 738-6827,LOCAL POLICE DEPARTMENT,OPEN,232,ORANGE,06059,USA,33.870854,-117.9281457,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,11742600,-999,-999,0,0,0,0,159,73,20,30
-121.136069,37.7414528,1335,1002054,RIPON POLICE DEPARTMENT,259 NORTH WILMA AVENUE,RIPON,CA,95366,3028,(209) 599-2102,LOCAL POLICE DEPARTMENT,OPEN,39,SAN JOAQUIN,06077,USA,37.7414528,-121.136069,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,11188680,-999,-999,0,0,0,0,27,12,2,0
-122.3925295,40.585888,1336,1002031,REDDING POLICE DEPARTMENT,1313 CALIFORNIA STREET,REDDING,CA,96001,0602,(530) 225-4200,LOCAL POLICE DEPARTMENT,OPEN,192,SHASTA,06089,USA,40.585888,-122.3925295,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13531350,-999,-999,0,0,0,0,118,74,0,0
-121.938459,37.3537766,1337,1002235,SANTA CLARA POLICE DEPARTMENT,601 EL CAMINO REAL,SANTA CLARA,CA,95050,4307,(408) 615-4700,LOCAL POLICE DEPARTMENT,OPEN,211,SANTA CLARA,06085,USA,37.3537766,-121.938459,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13711170,-999,-999,0,1,1,0,141,70,0,0
-117.9593266,35.1278075,1338,1001499,CALIFORNIA CITY POLICE DEPARTMENT,21130 HACIENDA BOULEVARD,CALIFORNIA CITY,CA,93505,2206,(760) 373-8606,LOCAL POLICE DEPARTMENT,OPEN,24,KERN,06029,USA,35.1278075,-117.9593266,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,11166220,-999,-999,0,0,0,0,17,7,10,1
-122.1590327,37.7280092,1339,1002197,SAN LEANDRO POLICE DEPARTMENT,901 EAST 14TH STREET,SAN LEANDRO,CA,94577,3729,(510) 577-3201,LOCAL POLICE DEPARTMENT,OPEN,142,ALAMEDA,06001,USA,37.7280092,-122.1590327,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,11489190,-999,-999,0,0,0,0,95,47,0,8
-122.5223952,37.8967005,1340,1001866,MILL VALLEY POLICE DEPARTMENT,1 HAMILTON DRIVE,MILL VALLEY,CA,94941,1772,(415) 388-4033,LOCAL POLICE DEPARTMENT,OPEN,28,MARIN,06041,USA,37.8967005,-122.5223952,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13011000,-999,-999,0,0,0,0,22,6,0,2
-117.1662245,33.67532874,1347,1001860,MOUNT SAN JACINTO COMMUNITY COLLEGE DISTRICT POLICE DEPARTMENT - MENIFEE VALLEY CAMPUS,"28237 LA PIEDRA ROAD, BUILDING 1800 ROOM 1804",MENIFEE,CA,92584,8947,(951) 639-5182,SPECIAL JURISDICTION,OPEN,-999,RIVERSIDE,06065,USA,33.67532874,-117.1662245,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-119.6124056,36.5673569,1371,1002265,SELMA POLICE DEPARTMENT,1935 EAST FRONT STREET,SELMA,CA,93662,3517,(559) 896-2525,LOCAL POLICE DEPARTMENT,OPEN,47,FRESNO,06019,USA,36.5673569,-119.6124056,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13199610,-999,-999,0,0,0,0,36,11,0,1
-119.1387499,36.2973373,1372,1001624,EXETER POLICE DEPARTMENT,100 NORTH C STREET,EXETER,CA,93221,1805,(559) 592-3103,LOCAL POLICE DEPARTMENT,OPEN,17,TULARE,06107,USA,36.2973373,-119.1387499,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13094800,-999,-999,0,0,0,0,16,1,11,4
